MunAno,Municipio,Ano,AreaGoverno,ValorDespesa,ValorReceita,PGasto,IndiceColetaEsgoto,IndiceTratamentoEsgoto,IndiceEsgotoTratado,IndiceAtendimentoAgua,TaxaMortalidadeInfanciaMilNascidosVivos,ObitosPopulacao60AnosMais,TaxaMortalidadeMilHabitantes,TaxaMortalidadeInfantilMilNascidosVivos,TaxaMortalidadeMulheresIdadeFértilCemMilMulheres,NascidosMortos,TaxaNatalidadeMilHabitantes,TaxaFecundidadeMilMulheres,LeitosInternaçãoMilHabitantes,LeitosSUSMilHabitantes,IndiceEnvelhecimento,IndiceQualidadeAterroResíduos,IndiceAtendimentoAgua,IndiceColetaEsgoto,IndiceTratamentoEsgoto
Cândido Mota2015,Cândido Mota,2015,SANEAMENTO,8958238.66,91100503.65,0.09833357995930245,80.0,100.0,80.0,94.02,5.38,168,7.44,5.38,100.65,1.0,12.41,46.8,1.0,0.83,86.37,4.4,100.0,80.0,100.0
Cândido Mota2015,Cândido Mota,2015,SAÚDE,64462223.0,91100503.65,0.7075945841930589,80.0,100.0,80.0,94.02,5.38,168,7.44,5.38,100.65,1.0,12.41,46.8,1.0,0.83,86.37,4.4,100.0,80.0,100.0
Cândido Mota2016,Cândido Mota,2016,SANEAMENTO,8844025.59,101291924.07,0.08731224795264174,79.99,100.0,79.99,93.81,27.19,188,8.21,27.19,114.3,1.0,11.04,42.04,1.0,0.83,89.72,7.1,99.8,80.0,100.0
Cândido Mota2016,Cândido Mota,2016,SAÚDE,62955687.37,101291924.07,0.6215272140204692,79.99,100.0,79.99,93.81,27.19,188,8.21,27.19,114.3,1.0,11.04,42.04,1.0,0.83,89.72,7.1,99.8,80.0,100.0
Cândido Mota2017,Cândido Mota,2017,SANEAMENTO,8727382.89,107508040.78,0.08117888510180699,95.7,100.0,95.7,93.62,13.66,202,8.4,13.66,102.52,1.0,12.21,46.91,1.0,0.83,93.3,8.1,99.6,95.7,100.0
Cândido Mota2017,Cândido Mota,2017,SAÚDE,67177494.51,107508040.78,0.6248601874111839,95.7,100.0,95.7,93.62,13.66,202,8.4,13.66,102.52,1.0,12.21,46.91,1.0,0.83,93.3,8.1,99.6,95.7,100.0
Cândido Mota2018,Cândido Mota,2018,SANEAMENTO,9317571.9,117995665.52,0.07896537435454096,98.0,100.0,98.0,93.77,14.66,181,8.17,14.66,142.3,1.0,11.37,44.11,1.0,0.83,96.95,7.7,99.7,98.0,100.0
Cândido Mota2018,Cândido Mota,2018,SAÚDE,46159234.53,117995665.52,0.39119432333873416,98.0,100.0,98.0,93.77,14.66,181,8.17,14.66,142.3,1.0,11.37,44.11,1.0,0.83,96.95,7.7,99.7,98.0,100.0
Canitar2014,Canitar,2014,SANEAMENTO,2952700.56,17173929.66,0.17192923334705215,18.3,100.0,18.3,94.72,,18,6.07,,80.78,1.0,14.1,52.5,,,38.98,7.6,100.0,18.3,100.0
Canitar2014,Canitar,2014,SAÚDE,10070266.93,17173929.66,0.5863694058008619,18.3,100.0,18.3,94.72,,18,6.07,,80.78,1.0,14.1,52.5,,,38.98,7.6,100.0,18.3,100.0
Canitar2015,Canitar,2015,SANEAMENTO,2706862.45,16484793.65,0.16420359923643935,20.85,100.0,20.85,93.33,,19,5.99,,,,13.48,49.84,,,41.24,8.0,98.5,20.9,100.0
Canitar2015,Canitar,2015,SAÚDE,9065420.87,16484793.65,0.5499262570387102,20.85,100.0,20.85,93.33,,19,5.99,,,,13.48,49.84,,,41.24,8.0,98.5,20.9,100.0
Canitar2016,Canitar,2016,SANEAMENTO,2883960.35,17338932.78,0.1663285962632355,31.91,100.0,31.91,94.71,,25,6.33,,77.04,,13.51,49.31,,,43.01,8.3,100.0,31.9,100.0
Canitar2016,Canitar,2016,SAÚDE,8860642.06,17338932.78,0.5110258037461519,31.91,100.0,31.91,94.71,,25,6.33,,77.04,,13.51,49.31,,,43.01,8.3,100.0,31.9,100.0
Capivari2014,Capivari,2014,SANEAMENTO,47399867.03,171872655.51,0.2757848064274666,95.0,25.0,23.75,94.5,9.83,207,6.57,5.62,155.54,4.0,14.0,50.34,1.89,0.9,54.86,9.8,100.0,95.0,25.0
Capivari2014,Capivari,2014,SAÚDE,99369526.7,171872655.51,0.5781578599873232,95.0,25.0,23.75,94.5,9.83,207,6.57,5.62,155.54,4.0,14.0,50.34,1.89,0.9,54.86,9.8,100.0,95.0,25.0
Capivari2015,Capivari,2015,SANEAMENTO,68734082.64,172198475.81,0.39915616161341444,94.99,24.97,23.72,94.5,8.38,221,6.34,8.38,111.88,3.0,13.92,50.07,1.87,0.89,57.07,9.8,100.0,95.0,25.0
Capivari2015,Capivari,2015,SAÚDE,102542774.97,172198475.81,0.5954917689465697,94.99,24.97,23.72,94.5,8.38,221,6.34,8.38,111.88,3.0,13.92,50.07,1.87,0.89,57.07,9.8,100.0,95.0,25.0
Capivari2016,Capivari,2016,SANEAMENTO,81766082.86,189054013.04,0.43250117543233507,80.0,25.0,20.0,94.5,11.71,228,6.46,8.78,111.3,7.0,13.14,47.51,1.85,0.88,59.25,9.8,100.0,80.0,25.0
Capivari2016,Capivari,2016,SAÚDE,103405104.82,189054013.04,0.5469606445123255,80.0,25.0,20.0,94.5,11.71,228,6.46,8.78,111.3,7.0,13.14,47.51,1.85,0.88,59.25,9.8,100.0,80.0,25.0
Capivari2017,Capivari,2017,SANEAMENTO,76497433.62,197214289.29,0.3878899135321373,80.0,32.53,26.02,94.5,17.47,243,6.59,14.56,76.14,8.0,13.08,47.55,1.83,0.88,61.51,9.8,100.0,80.0,32.5
Capivari2017,Capivari,2017,SAÚDE,111821610.25,197214289.29,0.5670056193827232,80.0,32.53,26.02,94.5,17.47,243,6.59,14.56,76.14,8.0,13.08,47.55,1.83,0.88,61.51,9.8,100.0,80.0,32.5
Capivari2018,Capivari,2018,SANEAMENTO,89072177.92,218179254.4,0.4082522793697841,80.0,26.99,21.59,94.5,10.23,204,5.74,7.31,96.42,2.0,12.88,47.11,1.64,0.89,63.86,9.8,100.0,80.0,27.0
Capivari2018,Capivari,2018,SAÚDE,116389756.85,218179254.4,0.5334593207318248,80.0,26.99,21.59,94.5,10.23,204,5.74,7.31,96.42,2.0,12.88,47.11,1.64,0.89,63.86,9.8,100.0,80.0,27.0
Casa Branca2014,Casa Branca,2014,SANEAMENTO,8862430.29,66927556.81,0.13241825508675698,99.18,100.0,99.18,94.19,16.39,205,9.42,16.39,84.42,5.0,10.6,42.92,14.32,13.73,81.89,7.9,99.0,99.2,100.0
Casa Branca2014,Casa Branca,2014,SAÚDE,52921695.6,66927556.81,0.790731025043076,99.18,100.0,99.18,94.19,16.39,205,9.42,16.39,84.42,5.0,10.6,42.92,14.32,13.73,81.89,7.9,99.0,99.2,100.0
Casa Branca2015,Casa Branca,2015,SANEAMENTO,9641873.86,70344856.13,0.13706579827502166,99.18,100.0,99.18,94.0,12.42,209,9.79,12.42,168.21,1.0,11.14,45.14,12.87,12.28,84.83,8.4,99.0,99.2,100.0
Casa Branca2015,Casa Branca,2015,SAÚDE,61477828.95,70344856.13,0.8739491745691628,99.18,100.0,99.18,94.0,12.42,209,9.79,12.42,168.21,1.0,11.14,45.14,12.87,12.28,84.83,8.4,99.0,99.2,100.0
Casa Branca2016,Casa Branca,2016,SANEAMENTO,12311781.25,78494860.46,0.15684824685144744,99.0,100.0,99.0,93.91,17.42,181,8.48,17.42,140.55,4.0,9.89,40.34,12.82,12.24,87.17,7.3,99.0,99.0,100.0
Casa Branca2016,Casa Branca,2016,SAÚDE,64090590.02,78494860.46,0.8164940945739979,99.0,100.0,99.0,93.91,17.42,181,8.48,17.42,140.55,4.0,9.89,40.34,12.82,12.24,87.17,7.3,99.0,99.0,100.0
Casa Branca2018,Casa Branca,2018,SANEAMENTO,11375102.19,100849020.45,0.11279338301198144,80.32,100.0,80.32,81.8,15.82,190,8.62,12.66,84.71,3.0,10.81,44.61,12.72,12.18,92.14,,100.0,80.3,100.0
Casa Branca2018,Casa Branca,2018,SAÚDE,67445931.2,100849020.45,0.6687812226539083,80.32,100.0,80.32,81.8,15.82,190,8.62,12.66,84.71,3.0,10.81,44.61,12.72,12.18,92.14,,100.0,80.3,100.0
Castilho2014,Castilho,2014,SANEAMENTO,7305528.33,77405697.86,0.09437972309497372,80.0,100.0,80.0,70.97,21.82,87,7.11,18.18,76.86,3.0,14.39,52.84,1.62,1.57,68.76,8.4,94.0,80.0,100.0
Castilho2014,Castilho,2014,SAÚDE,71451681.77,77405697.86,0.9230803900151027,80.0,100.0,80.0,70.97,21.82,87,7.11,18.18,76.86,3.0,14.39,52.84,1.62,1.57,68.76,8.4,94.0,80.0,100.0
Castilho2015,Castilho,2015,SANEAMENTO,1689027.01,77281724.12,0.021855451974354838,98.0,100.0,98.0,75.46,,101,6.65,,94.52,1.0,12.16,44.61,1.6,1.55,71.98,9.0,100.0,98.0,100.0
Castilho2015,Castilho,2015,SAÚDE,71823028.04,77281724.12,0.9293662745991025,98.0,100.0,98.0,75.46,,101,6.65,,94.52,1.0,12.16,44.61,1.6,1.55,71.98,9.0,100.0,98.0,100.0
Castilho2016,Castilho,2016,SANEAMENTO,2559895.41,83125822.68,0.03079542947628365,100.0,100.0,100.0,75.47,15.75,116,7.68,15.75,93.65,,12.91,47.57,1.58,1.53,74.11,9.0,100.0,100.0,100.0
Castilho2016,Castilho,2016,SAÚDE,74080365.98,83125822.68,0.891183552735216,100.0,100.0,100.0,75.47,15.75,116,7.68,15.75,93.65,,12.91,47.57,1.58,1.53,74.11,9.0,100.0,100.0,100.0
Castilho2017,Castilho,2017,SANEAMENTO,1564403.73,75536118.85,0.020710671316150103,100.0,100.0,100.0,75.46,16.0,108,7.38,16.0,92.92,2.0,12.54,46.46,1.56,1.51,76.41,8.0,100.0,100.0,100.0
Castilho2017,Castilho,2017,SAÚDE,75193563.78,75536118.85,0.9954650162701603,100.0,100.0,100.0,75.46,16.0,108,7.38,16.0,92.92,2.0,12.54,46.46,1.56,1.51,76.41,8.0,100.0,100.0,100.0
Castilho2018,Castilho,2018,SANEAMENTO,1780643.78,81955606.27,0.02172693072556536,98.53,100.0,98.53,74.71,25.86,135,8.96,25.86,73.69,2.0,11.49,42.74,1.54,1.49,78.67,4.5,98.8,98.5,100.0
Castilho2018,Castilho,2018,SAÚDE,76154604.18,81955606.27,0.9292177514874482,98.53,100.0,98.53,74.71,25.86,135,8.96,25.86,73.69,2.0,11.49,42.74,1.54,1.49,78.67,4.5,98.8,98.5,100.0
Catanduva2014,Catanduva,2014,SANEAMENTO,81791489.04,377354274.46,0.2167498676331279,80.03,0.0,0.0,99.2,18.12,697,8.15,15.33,105.45,8.0,12.5,45.85,4.48,3.25,96.58,9.6,100.0,80.0,
Catanduva2014,Catanduva,2014,SAÚDE,209344859.4,377354274.46,0.554770075679084,80.03,0.0,0.0,99.2,18.12,697,8.15,15.33,105.45,8.0,12.5,45.85,4.48,3.25,96.58,9.6,100.0,80.0,
Catanduva2015,Catanduva,2015,SANEAMENTO,107045200.68,375391445.63,0.28515620674400716,75.9,100.0,75.9,99.2,7.81,773,9.12,7.81,121.41,10.0,12.21,44.99,4.63,3.25,100.15,9.8,100.0,75.9,100.0
Catanduva2015,Catanduva,2015,SAÚDE,240595279.99,375391445.63,0.6409183874348053,75.9,100.0,75.9,99.2,7.81,773,9.12,7.81,121.41,10.0,12.21,44.99,4.63,3.25,100.15,9.8,100.0,75.9,100.0
Catanduva2016,Catanduva,2016,SANEAMENTO,125837227.15,398749344.06,0.31557977216650973,100.0,96.62,100.0,99.2,8.04,699,7.86,7.3,102.95,9.0,11.84,44.04,4.63,3.23,103.09,9.5,100.0,100.0,96.6
Catanduva2016,Catanduva,2016,SAÚDE,237027829.01,398749344.06,0.5944281352205417,100.0,96.62,100.0,99.2,8.04,699,7.86,7.3,102.95,9.0,11.84,44.04,4.63,3.23,103.09,9.5,100.0,100.0,96.6
Catanduva2017,Catanduva,2017,SANEAMENTO,100487067.1,435382401.02,0.23080185800937775,100.0,59.0,88.5,98.7,11.71,763,8.62,8.78,129.57,8.0,11.77,44.25,4.59,3.22,106.12,9.8,99.5,100.0,59.0
Catanduva2017,Catanduva,2017,SAÚDE,254299700.01,435382401.02,0.5840835537087278,100.0,59.0,88.5,98.7,11.71,763,8.62,8.78,129.57,8.0,11.77,44.25,4.59,3.22,106.12,9.8,99.5,100.0,59.0
Catanduva2018,Catanduva,2018,SANEAMENTO,138346089.25,485747711.15,0.2848105839191045,100.0,59.0,86.78,98.28,8.19,770,8.5,8.19,140.24,4.0,11.53,43.8,4.58,3.21,109.24,8.9,99.1,100.0,59.0
Catanduva2018,Catanduva,2018,SAÚDE,279972481.49,485747711.15,0.5763742680890243,100.0,59.0,86.78,98.28,8.19,770,8.5,8.19,140.24,4.0,11.53,43.8,4.58,3.21,109.24,8.9,99.1,100.0,59.0
Cedral2014,Cedral,2014,SANEAMENTO,3818714.34,34787991.65,0.10977104911429976,97.1,100.0,97.1,92.03,12.05,59,9.48,12.05,135.62,2.0,9.96,37.52,,,106.41,8.1,92.0,97.1,100.0
Cedral2014,Cedral,2014,SAÚDE,19479257.25,34787991.65,0.5599419893502245,97.1,100.0,97.1,92.03,12.05,59,9.48,12.05,135.62,2.0,9.96,37.52,,,106.41,8.1,92.0,97.1,100.0
Cedral2015,Cedral,2015,SANEAMENTO,3819282.0,30895265.29,0.12362030117398613,95.72,100.0,95.72,91.94,8.7,57,8.54,8.7,178.41,,13.64,51.29,3.56,,109.81,10.0,92.0,95.7,100.0
Cedral2015,Cedral,2015,SAÚDE,21513715.39,30895265.29,0.6963434425327119,95.72,100.0,95.72,91.94,8.7,57,8.54,8.7,178.41,,13.64,51.29,3.56,,109.81,10.0,92.0,95.7,100.0
Cedral2016,Cedral,2016,SANEAMENTO,3497183.43,32322933.24,0.10819511348283811,95.15,100.0,95.15,100.0,,60,8.81,,44.33,,11.51,43.44,3.52,,112.98,10.0,100.0,95.2,100.0
Cedral2016,Cedral,2016,SAÚDE,24271356.84,32322933.24,0.7509020502496945,95.15,100.0,95.15,100.0,,60,8.81,,44.33,,11.51,43.44,3.52,,112.98,10.0,100.0,95.2,100.0
Cedral2017,Cedral,2017,SANEAMENTO,2460947.84,34378532.64,0.07158385338228909,95.08,100.0,95.08,98.87,41.24,67,9.78,20.62,88.14,2.0,11.29,42.75,5.82,,116.31,10.0,98.9,95.1,100.0
Cedral2017,Cedral,2017,SAÚDE,21197266.67,34378532.64,0.6165843927072275,95.08,100.0,95.08,98.87,41.24,67,9.78,20.62,88.14,2.0,11.29,42.75,5.82,,116.31,10.0,98.9,95.1,100.0
Cerqueira César2014,Cerqueira César,2014,SANEAMENTO,20947544.56,54816815.53,0.3821372029270084,100.0,81.25,92.86,99.16,16.46,106,7.69,16.46,143.97,,13.34,49.98,2.8,1.81,66.91,8.0,94.4,100.0,81.3
Cerqueira César2014,Cerqueira César,2014,SAÚDE,43181443.1,54816815.53,0.787740817894972,100.0,81.25,92.86,99.16,16.46,106,7.69,16.46,143.97,,13.34,49.98,2.8,1.81,66.91,8.0,94.4,100.0,81.3
Cerqueira César2015,Cerqueira César,2015,SANEAMENTO,17267654.5,57827703.61,0.29860522590445643,100.0,87.5,87.5,98.12,7.43,95,7.56,7.43,101.67,1.0,14.63,54.7,2.83,1.85,69.52,7.4,100.0,100.0,87.5
Cerqueira César2015,Cerqueira César,2015,SAÚDE,42397300.21,57827703.61,0.7331658973687543,100.0,87.5,87.5,98.12,7.43,95,7.56,7.43,101.67,1.0,14.63,54.7,2.83,1.85,69.52,7.4,100.0,100.0,87.5
Cerqueira César2016,Cerqueira César,2016,SANEAMENTO,26774052.62,64706804.13,0.41377491872739164,100.0,87.5,87.5,97.13,7.43,118,8.03,7.43,40.26,3.0,14.5,54.15,2.8,1.83,71.96,7.2,99.0,100.0,87.5
Cerqueira César2016,Cerqueira César,2016,SAÚDE,47285754.38,64706804.13,0.7307694301359711,100.0,87.5,87.5,97.13,7.43,118,8.03,7.43,40.26,3.0,14.5,54.15,2.8,1.83,71.96,7.2,99.0,100.0,87.5
Cerqueira César2017,Cerqueira César,2017,SANEAMENTO,14181822.06,69557000.89,0.2038877737472847,100.0,82.35,87.5,96.18,12.0,92,7.96,12.0,199.48,4.0,13.36,49.87,2.78,1.82,74.31,7.2,100.0,100.0,82.4
Cerqueira César2017,Cerqueira César,2017,SAÚDE,46463092.64,69557000.89,0.6679858539829577,100.0,82.35,87.5,96.18,12.0,92,7.96,12.0,199.48,4.0,13.36,49.87,2.78,1.82,74.31,7.2,100.0,100.0,82.4
Cerqueira César2018,Cerqueira César,2018,SANEAMENTO,5009522.33,68375970.54,0.0732643689067554,100.0,66.12,74.06,96.09,14.87,122,9.06,14.87,79.07,1.0,14.25,53.17,2.07,1.7,76.91,7.2,100.0,100.0,66.1
Cerqueira César2018,Cerqueira César,2018,SAÚDE,48777940.3,68375970.54,0.7133783976267636,100.0,66.12,74.06,96.09,14.87,122,9.06,14.87,79.07,1.0,14.25,53.17,2.07,1.7,76.91,7.2,100.0,100.0,66.1
Cerquilho2014,Cerquilho,2014,SANEAMENTO,32505960.73,128810775.37,0.2523543596149382,96.93,100.0,96.93,97.94,10.79,163,5.64,10.79,107.92,3.0,13.06,46.16,1.01,0.73,68.44,8.5,100.0,96.9,100.0
Cerquilho2014,Cerquilho,2014,SAÚDE,88432634.73,128810775.37,0.6865313439499405,96.93,100.0,96.93,97.94,10.79,163,5.64,10.79,107.92,3.0,13.06,46.16,1.01,0.73,68.44,8.5,100.0,96.9,100.0
Cerquilho2015,Cerquilho,2015,SANEAMENTO,31898528.73,140565619.02,0.22692980653726857,97.85,100.0,97.85,97.9,15.87,189,6.09,12.35,122.31,,13.08,46.23,0.99,0.72,72.09,8.4,100.0,97.9,100.0
Cerquilho2015,Cerquilho,2015,SAÚDE,79074296.11,140565619.02,0.5625436480221321,97.85,100.0,97.85,97.9,15.87,189,6.09,12.35,122.31,,13.08,46.23,0.99,0.72,72.09,8.4,100.0,97.9,100.0
Cerquilho2016,Cerquilho,2016,SANEAMENTO,36449384.31,150807277.79,0.24169512800805265,98.04,100.0,98.04,97.85,3.66,186,5.76,3.66,113.35,5.0,12.45,44.29,0.84,0.66,74.89,7.1,100.0,98.0,100.0
Cerquilho2016,Cerquilho,2016,SAÚDE,94792056.06,150807277.79,0.6285642009399472,98.04,100.0,98.04,97.85,3.66,186,5.76,3.66,113.35,5.0,12.45,44.29,0.84,0.66,74.89,7.1,100.0,98.0,100.0
Cerquilho2017,Cerquilho,2017,SANEAMENTO,34513187.45,153543919.43,0.2247772987567535,83.31,100.0,83.31,97.88,7.87,201,5.97,5.91,80.37,2.0,11.4,40.83,0.83,0.65,77.77,7.1,100.0,83.3,100.0
Cerquilho2017,Cerquilho,2017,SAÚDE,99446705.26,153543919.43,0.6476759589645444,83.31,100.0,83.31,97.88,7.87,201,5.97,5.91,80.37,2.0,11.4,40.83,0.83,0.65,77.77,7.1,100.0,83.3,100.0
Cerquilho2018,Cerquilho,2018,SANEAMENTO,34488463.46,163607600.17,0.2107998859720699,82.66,100.0,82.66,91.27,9.65,167,5.25,9.65,119.68,3.0,11.47,41.33,0.62,0.4,80.74,7.1,96.3,82.7,100.0
Cerquilho2018,Cerquilho,2018,SAÚDE,106322301.61,163607600.17,0.6498616292857027,82.66,100.0,82.66,91.27,9.65,167,5.25,9.65,119.68,3.0,11.47,41.33,0.62,0.4,80.74,7.1,96.3,82.7,100.0
Chavantes2014,Chavantes,2014,SANEAMENTO,7062266.49,31537913.02,0.22392941744501013,95.97,100.0,95.97,97.29,16.76,69,7.81,16.76,94.22,,14.72,56.22,4.11,2.47,69.81,7.3,100.0,96.0,100.0
Chavantes2014,Chavantes,2014,SAÚDE,21651059.46,31537913.02,0.6865089470653883,95.97,100.0,95.97,97.29,16.76,69,7.81,16.76,94.22,,14.72,56.22,4.11,2.47,69.81,7.3,100.0,96.0,100.0
Chavantes2015,Chavantes,2015,SANEAMENTO,7676532.86,31136989.25,0.24654062723806863,95.97,100.0,95.97,97.28,9.35,92,9.78,9.35,188.92,1.0,17.59,67.38,4.11,2.47,72.77,7.8,100.0,96.0,100.0
Chavantes2015,Chavantes,2015,SAÚDE,21165350.73,31136989.25,0.679749431136795,95.97,100.0,95.97,97.28,9.35,92,9.78,9.35,188.92,1.0,17.59,67.38,4.11,2.47,72.77,7.8,100.0,96.0,100.0
Chavantes2016,Chavantes,2016,SANEAMENTO,11209221.92,33248224.6,0.3371374578599303,87.13,100.0,87.13,100.0,6.17,88,9.36,6.17,126.86,2.0,13.3,51.38,4.11,2.46,74.84,7.1,100.0,87.1,100.0
Chavantes2016,Chavantes,2016,SAÚDE,21467658.3,33248224.6,0.6456783349568687,87.13,100.0,87.13,100.0,6.17,88,9.36,6.17,126.86,2.0,13.3,51.38,4.11,2.46,74.84,7.1,100.0,87.1,100.0
Chavantes2017,Chavantes,2017,SANEAMENTO,8347195.36,34238775.55,0.2437936294716591,88.52,100.0,88.52,99.99,5.32,76,9.11,5.32,96.06,2.0,15.42,60.2,4.1,2.46,76.84,7.2,100.0,88.5,100.0
Chavantes2017,Chavantes,2017,SAÚDE,22628948.15,34238775.55,0.6609158121602278,88.52,100.0,88.52,99.99,5.32,76,9.11,5.32,96.06,2.0,15.42,60.2,4.1,2.46,76.84,7.2,100.0,88.5,100.0
Chavantes2018,Chavantes,2018,SANEAMENTO,7647525.82,39601584.58,0.19311161159602266,89.6,100.0,89.6,92.15,,97,10.08,,64.56,,14.59,57.46,4.1,2.46,78.99,7.8,100.0,89.6,100.0
Chavantes2018,Chavantes,2018,SAÚDE,31364051.17,39601584.58,0.7919898029999486,89.6,100.0,89.6,92.15,,97,10.08,,64.56,,14.59,57.46,4.1,2.46,78.99,7.8,100.0,89.6,100.0
Clementina2014,Clementina,2014,SANEAMENTO,7139068.25,23148110.44,0.30840825079457324,92.34,100.0,92.34,95.32,18.18,25,5.13,18.18,150.68,,14.48,55.25,3.95,2.63,51.38,8.3,100.0,92.3,100.0
Clementina2014,Clementina,2014,SAÚDE,16257883.08,23148110.44,0.7023416931649994,92.34,100.0,92.34,95.32,18.18,25,5.13,18.18,150.68,,14.48,55.25,3.95,2.63,51.38,8.3,100.0,92.3,100.0
Clementina2015,Clementina,2015,SANEAMENTO,2997478.34,23008548.24,0.13027672622946854,84.08,100.0,84.08,95.32,8.77,32,6.07,8.77,98.86,,14.72,56.35,3.87,2.58,52.34,7.8,100.0,84.1,100.0
Clementina2015,Clementina,2015,SAÚDE,14914675.05,23008548.24,0.6482232122786032,84.08,100.0,84.08,95.32,8.77,32,6.07,8.77,98.86,,14.72,56.35,3.87,2.58,52.34,7.8,100.0,84.1,100.0
Clementina2016,Clementina,2016,SANEAMENTO,3944885.09,27324572.09,0.14437134008930055,91.45,100.0,91.45,95.31,,33,6.49,,293.11,1.0,11.71,44.94,3.82,2.55,53.51,9.5,100.0,91.5,100.0
Clementina2016,Clementina,2016,SAÚDE,16643318.13,27324572.09,0.6090971187099018,91.45,100.0,91.45,95.31,,33,6.49,,293.11,1.0,11.71,44.94,3.82,2.55,53.51,9.5,100.0,91.5,100.0
Clementina2017,Clementina,2017,SANEAMENTO,4302147.63,25673146.05,0.1675738385011836,98.72,100.0,98.72,95.31,,35,6.27,,96.67,,13.8,53.17,3.76,2.51,55.06,9.0,100.0,98.7,100.0
Clementina2017,Clementina,2017,SAÚDE,17571142.99,25673146.05,0.684417209942994,98.72,100.0,98.72,95.31,,35,6.27,,96.67,,13.8,53.17,3.76,2.51,55.06,9.0,100.0,98.7,100.0
Clementina2018,Clementina,2018,SANEAMENTO,4423938.47,29867945.19,0.14811659931266935,98.48,100.0,98.48,95.31,26.32,44,7.67,26.32,191.11,1.0,14.1,54.47,3.71,2.47,56.69,9.0,100.0,98.5,100.0
Clementina2018,Clementina,2018,SAÚDE,19374135.52,29867945.19,0.6486598055793472,98.48,100.0,98.48,95.31,26.32,44,7.67,26.32,191.11,1.0,14.1,54.47,3.71,2.47,56.69,9.0,100.0,98.5,100.0
Colina2014,Colina,2014,SANEAMENTO,8651845.64,64703419.15,0.13371543194560842,80.0,100.0,80.0,100.0,20.75,90,7.26,16.6,84.71,3.0,13.78,51.04,2.69,2.29,76.97,9.6,100.0,80.0,100.0
Colina2014,Colina,2014,SAÚDE,36811687.89,64703419.15,0.5689295615840728,80.0,100.0,80.0,100.0,20.75,90,7.26,16.6,84.71,3.0,13.78,51.04,2.69,2.29,76.97,9.6,100.0,80.0,100.0
Colina2015,Colina,2015,SANEAMENTO,9456381.55,61715348.14,0.1532257669283238,82.34,100.0,82.34,100.0,3.92,98,7.82,3.92,106.25,2.0,14.56,54.19,2.68,2.0,80.69,9.1,100.0,82.3,100.0
Colina2015,Colina,2015,SAÚDE,37846356.21,61715348.14,0.6132405852130384,82.34,100.0,82.34,100.0,3.92,98,7.82,3.92,106.25,2.0,14.56,54.19,2.68,2.0,80.69,9.1,100.0,82.3,100.0
Colina2016,Colina,2016,SANEAMENTO,10618739.16,70359019.49,0.15092221632663916,100.0,100.0,100.0,100.0,4.57,95,7.98,4.57,299.15,3.0,12.49,46.79,2.68,2.0,84.05,9.1,100.0,100.0,100.0
Colina2016,Colina,2016,SAÚDE,46336698.0,70359019.49,0.6585750957854913,100.0,100.0,100.0,100.0,4.57,95,7.98,4.57,299.15,3.0,12.49,46.79,2.68,2.0,84.05,9.1,100.0,100.0,100.0
Colina2017,Colina,2017,SANEAMENTO,11854815.47,71015635.27,0.16693247092599023,100.0,100.0,100.0,99.65,12.2,112,9.06,12.2,86.08,1.0,14.02,52.94,2.68,1.99,87.64,7.7,99.6,100.0,100.0
Colina2017,Colina,2017,SAÚDE,39751721.37,71015635.27,0.5597601319605854,100.0,100.0,100.0,99.65,12.2,112,9.06,12.2,86.08,1.0,14.02,52.94,2.68,1.99,87.64,7.7,99.6,100.0,100.0
Colina2018,Colina,2018,SANEAMENTO,9029164.2,81993100.72,0.11012102385094431,100.0,100.0,100.0,88.18,8.89,108,7.91,4.44,65.01,,12.81,48.75,2.68,1.99,91.41,8.0,94.4,100.0,100.0
Colina2018,Colina,2018,SAÚDE,35897058.31,81993100.72,0.4378058396960207,100.0,100.0,100.0,88.18,8.89,108,7.91,4.44,65.01,,12.81,48.75,2.68,1.99,91.41,8.0,94.4,100.0,100.0
Conchal2014,Conchal,2014,SANEAMENTO,8831404.48,76753220.99,0.11506233049360397,84.86,0.97,0.83,99.58,13.86,83,5.03,13.86,125.42,3.0,16.61,60.34,1.99,1.57,51.39,9.8,99.2,84.9,1.0
Conchal2014,Conchal,2014,SAÚDE,60926501.31,76753220.99,0.7937973224333866,84.86,0.97,0.83,99.58,13.86,83,5.03,13.86,125.42,3.0,16.61,60.34,1.99,1.57,51.39,9.8,99.2,84.9,1.0
Conchal2015,Conchal,2015,SANEAMENTO,9895363.8,80219522.22,0.12335356190307663,89.43,0.82,0.73,100.0,17.24,136,7.15,14.78,124.34,7.0,15.44,56.09,1.98,1.56,53.81,9.8,100.0,89.4,0.8
Conchal2015,Conchal,2015,SAÚDE,59173123.02,80219522.22,0.7376399333035071,89.43,0.82,0.73,100.0,17.24,136,7.15,14.78,124.34,7.0,15.44,56.09,1.98,1.56,53.81,9.8,100.0,89.4,0.8
Conchal2016,Conchal,2016,SANEAMENTO,10394575.44,88540385.07,0.11739925720655102,92.28,82.85,76.45,99.51,10.05,112,6.76,10.05,96.57,3.0,15.03,54.9,1.96,1.55,55.88,9.5,99.9,92.3,82.9
Conchal2016,Conchal,2016,SAÚDE,60751002.93,88540385.07,0.6861389057882489,92.28,82.85,76.45,99.51,10.05,112,6.76,10.05,96.57,3.0,15.03,54.9,1.96,1.55,55.88,9.5,99.9,92.3,82.9
